topic,term,beta,rank
2,target,0.0046069292526536975,88
2,simpl,0.0046069292526536975,89
2,select,0.0046069292526536975,90
2,choic,0.0046069292526536975,91
2,lower,0.0043375181852470515,92
2,call,0.0043375181852470515,93
2,evalu,0.0043375181852470515,94
2,visit,0.0043375181852470515,95
2,substanti,0.0043375181852470515,96
2,share,0.0043375181852470515,97
2,exist,0.0043375181852470515,98
2,maker,0.0043375181852470515,99
2,usag,0.0043375181852470515,100
2,real,0.0043375181852470515,101
2,revenu,0.0043375181852470515,102
2,heterogen,0.004068107117840402,103
2,charact,0.004068107117840402,104
2,complex,0.0037986960504337534,105
2,u.,0.0037986960504337534,106
2,prefer,0.0037986960504337534,107
2,remain,0.0037986960504337534,108
2,affect,0.0037986960504337534,109
2,motiv,0.0037986960504337534,110
2,size,0.0037986960504337534,111
2,final,0.0037986960504337534,112
2,varieti,0.0037986960504337534,113
2,typic,0.003529284983027102,114
2,analyz,0.003529284983027102,115
2,simultan,0.003529284983027102,116
2,critic,0.0032598739156204522,117
2,involv,0.0032598739156204522,118
2,reveal,0.0032598739156204522,119
2,popul,0.0032598739156204522,120
2,form,0.0032598739156204522,121
2,major,0.0029904628482138045,122
2,disea,0.0027210517808071545,123
2,exten,0.0027210517808071545,124
2,behavior,0.0027210517808071545,125
2,valid,0.0027210517808071545,126
2,deriv,0.0027210517808071545,127
2,advanc,0.0027210517808071545,128
2,predict,0.0027210517808071545,129
2,techniqu,0.0027210517808071545,130
2,creat,0.0027210517808071545,131
2,success,0.0027210517808071545,132
2,concern,0.0027210517808071545,133
2,decrea,0.0024516407134005064,134
2,altern,0.0024516407134005064,135
2,period,0.0024516407134005064,136
2,recent,0.0024516407134005064,137
2,individu,0.0024516407134005064,138
2,combin,0.0024516407134005064,139
2,introduc,0.0024516407134005064,140
2,yield,0.0024516407134005064,141
2,negat,0.0024516407134005064,142
2,standard,0.0024516407134005064,143
2,question,0.002182229645993857,144
2,take,0.002182229645993857,145
2,generat,0.002182229645993857,146
2,e.g,0.002182229645993857,147
2,tool,0.002182229645993857,148
2,establish,0.002182229645993857,149
2,obtain,0.001912818578587209,150
2,multipl,0.001912818578587209,151
2,recommend,0.001912818578587209,152
2,high,0.001912818578587209,153
2,futur,0.001912818578587209,154
2,communiti,0.001912818578587209,155
2,publish,0.001912818578587209,156
2,environ,0.001912818578587209,157
2,methodolog,0.001912818578587209,158
2,role,0.0016434075111805598,159
2,actual,0.0016434075111805598,160
2,report,0.0016434075111805598,161
2,doctor,0.0016434075111805598,162
2,financ,0.0016434075111805598,163
2,interv,0.0016434075111805598,164
2,strategi,0.0016434075111805598,165
2,applic,0.00137399644377391,166
2,play,0.00137399644377391,167
2,perspect,0.00137399644377391,168
2,collect,0.00137399644377391,169
2,prior,0.00137399644377391,170
2,integr,0.00137399644377391,171
2,effort,0.00137399644377391,172
2,tradit,0.00137399644377391,173
2,assess,0.0011045853763672615,174
2,initi,0.0011045853763672615,175
2,found,0.0011045853763672615,176
2,build,0.0011045853763672615,177
2,opportun,0.0011045853763672615,178
2,deliveri,0.0011045853763672615,179
2,relev,8.351743089606124e-4,180
2,empir,8.351743089606124e-4,181
2,theoret,8.351743089606124e-4,182
2,status,5.657632415539629e-4,183
2,mechan,5.657632415539629e-4,184
2,issu,5.657632415539629e-4,185
2,abil,5.657632415539629e-4,186
2,similar,5.657632415539629e-4,187
2,term,5.657632415539629e-4,188
2,direct,5.657632415539629e-4,189
2,framework,5.657632415539629e-4,190
2,relationship,2.963521741473141e-4,191
2,failur,2.963521741473141e-4,192
2,natur,2.963521741473141e-4,193
2,employ,2.963521741473141e-4,194
2,record,2.963521741473141e-4,195
2,leverag,2.963521741473141e-4,196
2,chain,2.963521741473141e-4,197
2,draw,2.6941106740664913e-5,198
2,treatment,2.6941106740664913e-5,199
2,drug,2.6941106740664913e-5,200
2,evid,2.6941106740664913e-5,201
2,theori,2.6941106740664913e-5,202
2,digit,2.6941106740664913e-5,203
2,organiz,2.6941106740664913e-5,204
2,explor,2.6941106740664913e-5,205
2,extend,2.6941106740664913e-5,206
2,engag,2.6941106740664913e-5,207
2,onlin,2.6941106740664913e-5,208
2,chronic,2.6941106740664913e-5,209
2,readmiss,2.6941106740664913e-5,210
2,longitudin,2.6941106740664913e-5,211
2,context,2.6941106740664913e-5,212
2,consum,2.6941106740664913e-5,213
2,sourc,2.6941106740664913e-5,214
2,facilit,2.6941106740664913e-5,215
2,activ,2.6941106740664913e-5,216
2,reflect,2.6941106740664913e-5,217
2,continu,2.6941106740664913e-5,218
2,risk,2.6941106740664913e-5,219
2,characterist,2.6941106740664913e-5,220
2,understand,2.6941106740664913e-5,221
2,field,2.6941106740664913e-5,222
2,factor,2.6941106740664913e-5,223
2,key,2.6941106740664913e-5,224
2,adopt,2.6941106740664913e-5,225
2,moder,2.6941106740664913e-5,226
2,highlight,2.6941106740664913e-5,227
2,electron,2.6941106740664913e-5,228
2,exchang,2.6941106740664913e-5,229
2,particip,2.6941106740664913e-5,230
2,industri,2.6941106740664913e-5,231
2,invest,2.6941106740664913e-5,232
2,uniqu,2.6941106740664913e-5,233
2,consist,2.6941106740664913e-5,234
2,differenti,2.6941106740664913e-5,235
2,posit,2.6941106740664913e-5,236
2,panel,2.6941106740664913e-5,237
2,market,2.6941106740664913e-5,238
2,import,2.6941106740664913e-5,239
2,enabl,2.6941106740664913e-5,240
2,social,2.6941106740664913e-5,241
2,firm,2.6941106740664913e-5,242
2,hypoth,2.6941106740664913e-5,243
2,interact,2.6941106740664913e-5,244
2,learn,2.6941106740664913e-5,245
2,busi,2.6941106740664913e-5,246
2,practit,2.6941106740664913e-5,247
2,public,2.6941106740664913e-5,248
2,discuss,2.6941106740664913e-5,249
2,person,2.6941106740664913e-5,250
2,platform,2.6941106740664913e-5,251
2,task,2.6941106740664913e-5,252
2,knowledg,2.6941106740664913e-5,253
2,amount,2.6941106740664913e-5,254
2,user,2.6941106740664913e-5,255
2,manufactur,2.6941106740664913e-5,256
2,product,2.6941106740664913e-5,257
2,suppli,2.6941106740664913e-5,258
3,social,0.03549486148346738,1
3,adopt,0.02572050938337801,2
3,onlin,0.020135165326184094,3
3,network,0.019576630920464695,4
3,theori,0.018180294906166225,5
3,firm,0.016504691689008043,6
3,individu,0.015946157283288652,7
3,communiti,0.01538762287756926,8
3,behavior,0.014829088471849862,9
3,relationship,0.013991286863270771,10
3,posit,0.01287421805183199,11
3,context,0.012594950848972298,12
3,user,0.012594950848972298,13
3,activ,0.012315683646112598,14
3,invest,0.012315683646112598,15
3,financ,0.012036416443252908,16
3,offer,0.011198614834673815,17
3,interact,0.011198614834673815,18
3,evid,0.010919347631814118,19
3,share,0.010640080428954424,20
3,market,0.010640080428954424,21
3,integr,0.010640080428954424,22
3,engag,0.010360813226094733,23
3,affect,0.010081546023235034,24
3,digit,0.009802278820375338,25
3,doctor,0.009802278820375338,26
3,organiz,0.009523011617515637,27
3,employ,0.009523011617515637,28
3,record,0.009523011617515637,29
3,effort,0.009523011617515637,30
3,understand,0.00924374441465594,31
3,exchang,0.00924374441465594,32
3,knowledg,0.00924374441465594,33
3,electron,0.008964477211796244,34
3,measur,0.008685210008936546,35
3,condit,0.008685210008936546,36
3,particip,0.008685210008936546,37
3,resourc,0.008685210008936546,38
3,explor,0.008405942806076858,39
3,benefit,0.008405942806076858,40
3,negat,0.008405942806076858,41
3,failur,0.008126675603217158,42
3,question,0.008126675603217158,43
3,implement,0.008126675603217158,44
3,mechan,0.007847408400357464,45
3,platform,0.007847408400357464,46
3,e.g,0.007847408400357464,47
3,continu,0.007568141197497765,48
3,multipl,0.007568141197497765,49
3,unit,0.007568141197497765,50
3,draw,0.00728887399463807,51
3,field,0.007009606791778375,52
3,hypoth,0.007009606791778375,53
3,learn,0.00673033958891868,54
3,form,0.00673033958891868,55
3,u.,0.006451072386058984,56
3,role,0.006171805183199287,57
3,extend,0.005892537980339588,58
3,includ,0.005892537980339588,59
3,panel,0.005892537980339588,60
3,enabl,0.005892537980339588,61
3,busi,0.005892537980339588,62
3,actual,0.005613270777479891,63
3,abil,0.005613270777479891,64
3,moder,0.005613270777479891,65
3,key,0.0053340035746201955,66
3,uniqu,0.0053340035746201955,67
3,differenti,0.0053340035746201955,68
3,empir,0.0053340035746201955,69
3,function,0.005054736371760501,70
3,found,0.005054736371760501,71
3,demonstr,0.005054736371760501,72
3,creat,0.005054736371760501,73
3,dynam,0.004775469168900805,74
3,final,0.004775469168900805,75
3,discuss,0.004775469168900805,76
3,status,0.004496201966041107,77
3,longitudin,0.004496201966041107,78
3,factor,0.004496201966041107,79
3,combin,0.004496201966041107,80
3,consum,0.004216934763181411,81
3,facilit,0.004216934763181411,82
3,reduct,0.004216934763181411,83
3,center,0.004216934763181411,84
3,perspect,0.004216934763181411,85
3,consist,0.004216934763181411,86
3,achiev,0.004216934763181411,87
3,motiv,0.004216934763181411,88
3,addit,0.004216934763181411,89
3,direct,0.004216934763181411,90
3,conduct,0.003937667560321716,91
3,account,0.003937667560321716,92
3,consid,0.003937667560321716,93
3,initi,0.0036584003574620205,94
3,depend,0.0036584003574620205,95
3,similar,0.0036584003574620205,96
3,highlight,0.0036584003574620205,97
3,analyz,0.0036584003574620205,98
3,success,0.0036584003574620205,99
3,interv,0.0036584003574620205,100
3,revenu,0.0036584003574620205,101
3,decrea,0.0033791331546023234,102
3,expect,0.0033791331546023234,103
3,reveal,0.0033791331546023234,104
3,structur,0.0033791331546023234,105
3,standard,0.0033791331546023234,106
3,size,0.0033791331546023234,107
3,framework,0.0033791331546023234,108
3,theoret,0.0033791331546023234,109
3,control,0.0033791331546023234,110
3,lower,0.003099865951742626,111
3,reflect,0.003099865951742626,112
3,observ,0.003099865951742626,113
3,remain,0.003099865951742626,114
3,import,0.003099865951742626,115
3,collect,0.003099865951742626,116
3,exist,0.003099865951742626,117
3,practit,0.003099865951742626,118
3,generat,0.003099865951742626,119
3,complex,0.002820598748882931,120
3,exten,0.002820598748882931,121
3,involv,0.002820598748882931,122
3,recent,0.002820598748882931,123
3,industri,0.002820598748882931,124
3,target,0.002820598748882931,125
3,prior,0.002820598748882931,126
3,high,0.002820598748882931,127
3,public,0.002820598748882931,128
3,person,0.002820598748882931,129
3,simultan,0.002820598748882931,130
3,respon,0.002820598748882931,131
3,establish,0.002820598748882931,132
3,period,0.0025413315460232357,133
3,captur,0.0025413315460232357,134
3,introduc,0.0025413315460232357,135
3,major,0.002262064343163539,136
3,issu,0.002262064343163539,137
3,characterist,0.002262064343163539,138
3,substanti,0.002262064343163539,139
3,typic,0.002262064343163539,140
3,due,0.002262064343163539,141
3,heterogen,0.002262064343163539,142
3,assess,0.0019827971403038424,143
3,incorpor,0.0019827971403038424,144
3,life,0.0019827971403038424,145
3,effici,0.0019827971403038424,146
3,deliveri,0.0019827971403038424,147
3,call,0.0017035299374441462,148
3,play,0.0017035299374441462,149
3,natur,0.0017035299374441462,150
3,averag,0.0017035299374441462,151
3,maker,0.0017035299374441462,152
3,usag,0.0017035299374441462,153
3,obtain,0.0014242627345844507,154
3,build,0.0014242627345844507,155
3,locat,0.0014242627345844507,156
3,strategi,0.0014242627345844507,157
3,tool,0.0014242627345844507,158
3,demand,0.0014242627345844507,159
3,critic,0.001144995531724754,160
3,accept,0.001144995531724754,161
3,sensit,0.001144995531724754,162
3,varieti,0.001144995531724754,163
3,treatment,8.657283288650579e-4,164
3,disea,8.657283288650579e-4,165
3,sourc,8.657283288650579e-4,166
3,charact,8.657283288650579e-4,167
3,report,8.657283288650579e-4,168
3,detail,8.657283288650579e-4,169
3,opportun,8.657283288650579e-4,170
3,real,8.657283288650579e-4,171
3,choic,8.657283288650579e-4,172
3,predict,5.864611260053621e-4,173
3,method,5.864611260053621e-4,174
3,yield,5.864611260053621e-4,175
3,select,5.864611260053621e-4,176
3,serv,5.864611260053621e-4,177
3,variabl,5.864611260053621e-4,178
3,requir,3.07193923145666e-4,179
3,relev,3.07193923145666e-4,180
3,chronic,3.07193923145666e-4,181
3,recommend,3.07193923145666e-4,182
3,deriv,3.07193923145666e-4,183
3,advanc,3.07193923145666e-4,184
3,algorithm,3.07193923145666e-4,185
3,determin,3.07193923145666e-4,186
3,total,3.07193923145666e-4,187
3,manufactur,3.07193923145666e-4,188
3,compar,2.7926720285969632e-5,189
3,avail,2.7926720285969632e-5,190
3,drug,2.7926720285969632e-5,191
3,applic,2.7926720285969632e-5,192
3,evalu,2.7926720285969632e-5,193
3,inpati,2.7926720285969632e-5,194
3,readmiss,2.7926720285969632e-5,195
3,altern,2.7926720285969632e-5,196
3,current,2.7926720285969632e-5,197
3,risk,2.7926720285969632e-5,198
3,visit,2.7926720285969632e-5,199
3,comput,2.7926720285969632e-5,200
3,program,2.7926720285969632e-5,201
3,flow,2.7926720285969632e-5,202
3,prefer,2.7926720285969632e-5,203
3,paramet,2.7926720285969632e-5,204
3,valid,2.7926720285969632e-5,205
3,appoint,2.7926720285969632e-5,206
3,schedul,2.7926720285969632e-5,207
3,wait,2.7926720285969632e-5,208
3,take,2.7926720285969632e-5,209
3,robust,2.7926720285969632e-5,210
3,probabl,2.7926720285969632e-5,211
3,uncertainti,2.7926720285969632e-5,212
3,solv,2.7926720285969632e-5,213
3,facil,2.7926720285969632e-5,214
3,leverag,2.7926720285969632e-5,215
3,analyt,2.7926720285969632e-5,216
3,term,2.7926720285969632e-5,217
3,numer,2.7926720285969632e-5,218
3,depart,2.7926720285969632e-5,219
3,limit,2.7926720285969632e-5,220
3,estim,2.7926720285969632e-5,221
3,formul,2.7926720285969632e-5,222
3,maxim,2.7926720285969632e-5,223
3,solut,2.7926720285969632e-5,224
3,approxim,2.7926720285969632e-5,225
3,plan,2.7926720285969632e-5,226
3,simpl,2.7926720285969632e-5,227
3,access,2.7926720285969632e-5,228
3,procedur,2.7926720285969632e-5,229
3,object,2.7926720285969632e-5,230
3,constraint,2.7926720285969632e-5,231
3,techniqu,2.7926720285969632e-5,232
3,day,2.7926720285969632e-5,233
3,common,2.7926720285969632e-5,234
3,popul,2.7926720285969632e-5,235
3,respect,2.7926720285969632e-5,236
3,util,2.7926720285969632e-5,237
3,futur,2.7926720285969632e-5,238
3,task,2.7926720285969632e-5,239
3,amount,2.7926720285969632e-5,240
3,publish,2.7926720285969632e-5,241
3,tradit,2.7926720285969632e-5,242
3,environ,2.7926720285969632e-5,243
3,concern,2.7926720285969632e-5,244
3,methodolog,2.7926720285969632e-5,245
3,partial,2.7926720285969632e-5,246
3,bed,2.7926720285969632e-5,247
3,product,2.7926720285969632e-5,248
3,queue,2.7926720285969632e-5,249
3,markov,2.7926720285969632e-5,250
3,chain,2.7926720285969632e-5,251
3,suppli,2.7926720285969632e-5,252
3,prove,2.7926720285969632e-5,253
3,capac,2.7926720285969632e-5,254
3,simul,2.7926720285969632e-5,255
3,alloc,2.7926720285969632e-5,256
3,gain,2.7926720285969632e-5,257
3,heurist,2.7926720285969632e-5,258
